,af-en,am-en,ar-en,az-en,be-en,bg-en,bn-en,bs-en,ca-en,ceb-en,co-en,cs-en,cy-en,da-en,de-en,el-en,en-af,en-am,en-ar,en-az,en-be,en-bg,en-bn,en-bs,en-ca,en-ceb,en-co,en-cs,en-cy,en-da,en-de,en-el,en-eo,en-es,en-et,en-eu,en-fa,en-fi,en-fr,en-fy,en-ga,en-gd,en-gl,en-gu,en-ha,en-haw,en-hi,en-hmn,en-hr,en-ht,en-hu,en-hy,en-id,en-ig,en-is,en-it,en-iw,en-ja,en-jw,en-ka,en-kk,en-km,en-kn,en-ko,en-ku,en-ky,en-lb,en-lo,en-lt,en-lv,en-mg,en-mi,en-mk,en-ml,en-mn,en-mr,en-ms,en-mt,en-my,en-ne,en-nl,en-no,en-ny,en-pa,en-pl,en-ps,en-pt,en-ro,en-ru,en-sd,en-si,en-sk,en-sl,en-sm,en-sn,en-so,en-sq,en-sr,en-st,en-su,en-sv,en-sw,en-ta,en-te,en-tg,en-th,en-tl,en-tr,en-uk,en-ur,en-uz,en-vi,en-xh,en-yi,en-yo,en-zh,en-zu,eo-en,es-en,et-en,eu-en,fa-en,fi-en,fr-en,fy-en,ga-en,gd-en,gl-en,gu-en,ha-en,haw-en,hi-en,hmn-en,hr-en,ht-en,hu-en,hy-en,id-en,ig-en,is-en,it-en,iw-en,ja-en,jw-en,ka-en,kk-en,km-en,kn-en,ko-en,ku-en,ky-en,lb-en,lo-en,lt-en,lv-en,mg-en,mi-en,mk-en,ml-en,mn-en,mr-en,ms-en,mt-en,my-en,ne-en,nl-en,no-en,ny-en,pa-en,pl-en,ps-en,pt-en,ro-en,ru-en,sd-en,si-en,sk-en,sl-en,sm-en,sn-en,so-en,sq-en,sr-en,st-en,su-en,sv-en,sw-en,ta-en,te-en,tg-en,th-en,tl-en,tr-en,uk-en,ur-en,uz-en,vi-en,xh-en,yi-en,yo-en,zh-en,zu-en
co-en,0.629093586,0.608443549,0.612328694,0.619467557,0.616312996,0.625728381,0.616783995,0.625097648,0.63904105,0.630676059,1,0.622735124,0.629341898,0.634834354,0.62476942,0.625698576,0.651127131,0.651125466,0.651123113,0.65112645,0.651122638,0.651123591,0.651131815,0.651124188,0.651131881,0.65112906,0.65112696,0.651126184,0.651124033,0.651135992,0.651125322,0.651126635,0.65113092,0.651132049,0.651127219,0.651126716,0.651122854,0.65113185,0.651125216,0.651129402,0.651129474,0.65112748,0.651131566,0.651121494,0.651127082,0.651127791,0.651120876,0.651130469,0.651123436,0.651122419,0.651127582,0.651125796,0.651127517,0.651125608,0.651129025,0.651131217,0.651122273,0.651121428,0.651126257,0.651126842,0.651124642,0.651127211,0.651123683,0.651120068,0.651125092,0.651123174,0.651126799,0.651131335,0.651127351,0.651125043,0.651132846,0.651122963,0.651122616,0.651128448,0.651126905,0.651125371,0.651126484,0.651125349,0.651127193,0.651128735,0.651132634,0.651135361,0.651131832,0.651123683,0.651122364,0.65112646,0.651127062,0.651130446,0.651118713,0.651123863,0.651135296,0.65112906,0.651124246,0.651128648,0.651130785,0.651125784,0.651121003,0.65112724,0.651126017,0.651126672,0.65113515,0.651128473,0.651128028,0.651122805,0.651116667,0.65112326,0.65112685,0.65111892,0.651119536,0.651124784,0.651121501,0.65112434,0.651128305,0.651123172,0.651124643,0.651122458,0.651129352,0.632902342,0.639121876,0.621587707,0.625012272,0.622404469,0.622495338,0.638367183,0.635888322,0.623189059,0.632756267,0.639700095,0.621765726,0.619609293,0.62976161,0.618773369,0.630570051,0.625353391,0.633748729,0.62099755,0.620301032,0.632679935,0.616145641,0.624348848,0.677338781,0.614021734,0.619977686,0.631379263,0.617950936,0.61589347,0.604808284,0.620208995,0.623389593,0.624446862,0.615138094,0.632134847,0.62732836,0.616807149,0.622810208,0.621781749,0.621919221,0.62489763,0.610105658,0.615763761,0.61319387,0.626926978,0.630599132,0.61704167,0.616990191,0.632701291,0.633931222,0.620630851,0.62115026,0.62448922,0.62287361,0.643382214,0.639019831,0.618468468,0.613132689,0.609279207,0.621508134,0.62457995,0.624269442,0.614368701,0.613211776,0.631737932,0.626418503,0.622337331,0.630474402,0.630320378,0.626380099,0.616508935,0.616609787,0.620748314,0.625113451,0.63309833,0.62287561,0.619182794,0.615519096,0.617615318,0.629042542,0.610127166,0.614282799,0.630616552,0.623257612,0.615216943
cs-en,0.627895212,0.607417131,0.612730166,0.620471934,0.621158036,0.628935994,0.615788149,0.634060393,0.625256718,0.624350013,0.622735124,1,0.624844149,0.632345268,0.625712351,0.624395573,0.636635113,0.636647154,0.637206366,0.636646608,0.636640772,0.637209578,0.636642529,0.636637494,0.636641875,0.636642416,0.637208636,0.636634801,0.637207488,0.636630118,0.636634998,0.636642559,0.636642426,0.63664102,0.636633311,0.636648274,0.636634734,0.636633609,0.637206286,0.636639986,0.636634425,0.636632611,0.63663812,0.636642953,0.636644793,0.636633094,0.636642703,0.636640911,0.636631304,0.637213984,0.636643201,0.637212821,0.636638239,0.636646924,0.636639459,0.636633485,0.63720633,0.636642822,0.636639085,0.636639844,0.636639472,0.637211814,0.636645159,0.636647966,0.636645261,0.636636317,0.636636816,0.636642408,0.636639282,0.637214201,0.637213047,0.636633003,0.636642293,0.63664176,0.636642213,0.636630096,0.636641467,0.636642926,0.636643941,0.636639623,0.636637805,0.637199784,0.636641798,0.636639524,0.636637051,0.636635318,0.637206271,0.637206746,0.636634476,0.636634695,0.63663823,0.63664005,0.636633808,0.636636326,0.636643726,0.636642203,0.636639506,0.636631594,0.636636363,0.6366366,0.636631756,0.636645475,0.636643405,0.63664439,0.636638716,0.636638042,0.636643139,0.636642383,0.636639845,0.636643804,0.636636148,0.636638315,0.636642549,0.636643497,0.636643468,0.63664209,0.636639601,0.628472574,0.626766256,0.624582965,0.623124904,0.621769421,0.622949357,0.625398507,0.630855101,0.621194331,0.627760193,0.625780115,0.618552273,0.61434392,0.625245042,0.618518357,0.62509743,0.634640491,0.623835601,0.624553894,0.623128447,0.629122991,0.613086793,0.623191163,0.626926208,0.613928382,0.621887309,0.627944789,0.619492646,0.618046341,0.603695906,0.617355258,0.623655439,0.621026045,0.616960407,0.627782897,0.62637873,0.622083049,0.626077121,0.618334652,0.61789416,0.626962608,0.608615743,0.61803494,0.611495067,0.625495586,0.620059545,0.617776397,0.614405243,0.630147517,0.63150752,0.618002389,0.619516276,0.634953722,0.62099821,0.628635427,0.628700477,0.622710879,0.610518772,0.611389742,0.772661199,0.634356437,0.621469064,0.611031015,0.609425042,0.627547121,0.631717253,0.618703224,0.627392818,0.629313536,0.621628693,0.618431586,0.61389098,0.621257491,0.626659294,0.62652979,0.621390243,0.622947593,0.614127826,0.620217878,0.626947414,0.606382566,0.615501346,0.626176355,0.623349109,0.612138728
cy-en,0.63360763,0.611494566,0.61675668,0.624960811,0.619864486,0.628708207,0.621626997,0.627083263,0.62914185,0.634236913,0.629341898,0.624844149,1,0.637049861,0.627554873,0.628159395,0.654073353,0.65406781,0.654079714,0.654070253,0.654071753,0.654069761,0.654066651,0.654076189,0.654074277,0.654072197,0.654078891,0.654068084,0.654079608,0.654074069,0.654072965,0.654074876,0.65407706,0.654079829,0.654076634,0.654075409,0.654072016,0.654073962,0.654075979,0.654081187,0.654079419,0.654076042,0.65407317,0.654074303,0.654073732,0.654076154,0.654075113,0.654078217,0.654069859,0.654080738,0.654073839,0.654073952,0.654077089,0.654073811,0.654075582,0.654077917,0.654079804,0.654065931,0.654080479,0.654074597,0.654063562,0.654079182,0.654072574,0.654069282,0.654072602,0.654070562,0.654075841,0.654081442,0.654072389,0.654078078,0.654082916,0.654075693,0.654070172,0.654068307,0.654078285,0.654068478,0.654072144,0.654080194,0.654065027,0.65406941,0.654078771,0.65407485,0.654074535,0.654070352,0.654071412,0.65407764,0.654074424,0.654075695,0.654074199,0.654074082,0.654065144,0.654067526,0.654070053,0.654075794,0.654073497,0.65407723,0.654072636,0.654069088,0.654073539,0.654078655,0.654074811,0.654072972,0.654072946,0.654068529,0.654066919,0.654068058,0.654073623,0.65406554,0.654068912,0.654074632,0.65406445,0.654071922,0.654072056,0.654081418,0.6540786,0.654073866,0.654070458,0.63636417,0.631645581,0.625074026,0.627249017,0.628717134,0.625988275,0.629847773,0.639388994,0.635518574,0.647038875,0.630863632,0.626340433,0.623943322,0.639733625,0.623680604,0.639820976,0.627167443,0.634764941,0.62535556,0.626435111,0.639042409,0.621143357,0.629310201,0.632122181,0.618293387,0.626296476,0.636195472,0.622929859,0.619586412,0.608292265,0.625946932,0.62763396,0.631198728,0.61937725,0.634249941,0.63834762,0.618851002,0.62660468,0.626996987,0.630096457,0.627375032,0.614215553,0.622587956,0.616313926,0.6349753,0.628828359,0.623975015,0.62060123,0.634394815,0.637854268,0.628233408,0.625169437,0.626570906,0.629595788,0.635197979,0.632733476,0.620279367,0.616658831,0.616051095,0.623730798,0.627576861,0.632725258,0.619403706,0.616643828,0.634384078,0.630684,0.630299495,0.637589113,0.633370263,0.63255923,0.621154266,0.62152459,0.626243517,0.633274235,0.636998567,0.627296549,0.62095195,0.619588188,0.62150042,0.635647081,0.613791465,0.618413746,0.640284488,0.627682091,0.619268975
da-en,0.647252074,0.614354238,0.61843089,0.626996566,0.622873887,0.634734142,0.628526573,0.634435307,0.635293422,0.637339258,0.634834354,0.632345268,0.637049861,1,0.644250948,0.633315639,0.667004567,0.666993312,0.666998484,0.666994829,0.666998861,0.666998392,0.666996829,0.666991352,0.666988666,0.667000313,0.666996636,0.666995416,0.666995014,0.66699908,0.666997323,0.666991742,0.666995942,0.666992154,0.666989292,0.666993528,0.666996798,0.666991783,0.666993735,0.666998504,0.666992372,0.666994143,0.666988308,0.666992279,0.666998365,0.666996573,0.66699687,0.666996653,0.66699349,0.666996409,0.666992877,0.666999201,0.666998643,0.666999017,0.666992877,0.66699894,0.666995574,0.666993119,0.667001382,0.666993948,0.666993905,0.666994967,0.66699558,0.666990052,0.666992461,0.666997582,0.666998507,0.666994053,0.666996681,0.666991517,0.666998044,0.666989313,0.666992057,0.667000557,0.66700077,0.667001393,0.666994513,0.666996048,0.666998349,0.667001606,0.666996027,0.667001917,0.666992746,0.666998125,0.666996517,0.666997165,0.666991912,0.666985803,0.666997105,0.66700357,0.666992679,0.666992247,0.666990149,0.666994079,0.666990801,0.666992138,0.666995518,0.666992529,0.666997517,0.666998286,0.666997378,0.666995449,0.666994652,0.666991068,0.666999328,0.666989862,0.66699838,0.666990318,0.666998112,0.667001126,0.666994126,0.666990142,0.666997434,0.666997209,0.666999336,0.666998063,0.666996405,0.643303539,0.637784214,0.632411922,0.630499835,0.6300493,0.632541977,0.637695577,0.656804229,0.630688401,0.640222636,0.636695552,0.629879801,0.624279974,0.637855721,0.627583091,0.639260351,0.634205444,0.638878045,0.630672844,0.629909371,0.644824324,0.621264989,0.639174593,0.639545014,0.621713459,0.628640108,0.641766009,0.626366103,0.622944476,0.612642867,0.628763336,0.631049104,0.630618574,0.622721219,0.649574272,0.637024473,0.626084339,0.633443185,0.627393803,0.628132923,0.634205934,0.618135034,0.624647037,0.621040398,0.63801299,0.632506801,0.624582611,0.624219142,0.653517645,0.716219257,0.626549676,0.630098098,0.634575851,0.632060331,0.643209025,0.639733161,0.626084992,0.620352326,0.620076608,0.630199834,0.633442996,0.63230621,0.619881573,0.615865563,0.640242348,0.635695625,0.630181944,0.641253129,0.677488663,0.633187636,0.626476037,0.624629612,0.628798515,0.635681237,0.641161455,0.630302943,0.626600293,0.622315037,0.625235811,0.637649528,0.615210447,0.622957044,0.640391031,0.630962996,0.61942453
de-en,0.63857455,0.608418463,0.612888674,0.621831817,0.619222355,0.626940355,0.619267957,0.625695033,0.628324577,0.627126671,0.62476942,0.625712351,0.627554873,0.644250948,1,0.624946352,0.643703,0.64370858,0.643707034,0.643704053,0.643697253,0.643709621,0.643706456,0.643700243,0.643704967,0.643708538,0.643707134,0.643704976,0.643705801,0.643702285,0.643705678,0.643708342,0.643702879,0.643702748,0.64371011,0.643708507,0.643704851,0.643709296,0.643704683,0.643703508,0.643707631,0.643707773,0.643707416,0.643705848,0.643706812,0.643709419,0.643702054,0.643702307,0.643703264,0.643700124,0.643706189,0.643710814,0.643704448,0.643707412,0.643710537,0.643703102,0.643713868,0.643707384,0.643704673,0.643708779,0.643704684,0.643705626,0.643707512,0.643705337,0.643705337,0.643703288,0.643704265,0.643705408,0.643706216,0.643706698,0.643711769,0.643710019,0.643706277,0.643710552,0.643712595,0.643704364,0.643705594,0.643707463,0.643712467,0.643705914,0.643699117,0.643699252,0.64370844,0.64370502,0.643705477,0.643705712,0.6437039,0.643699823,0.643700322,0.643708463,0.643712925,0.643706162,0.643709261,0.643707306,0.643703749,0.643705183,0.643705131,0.643700515,0.643699248,0.643707203,0.643703491,0.643706104,0.643703811,0.643705492,0.643708197,0.643708301,0.643701383,0.643702679,0.643705648,0.643700374,0.643705035,0.643707864,0.643706382,0.643702704,0.643699169,0.643707839,0.643703733,0.629905702,0.62993384,0.625624315,0.623917715,0.622976144,0.624628594,0.630050554,0.641912239,0.622231344,0.629263088,0.627906537,0.620779406,0.616321706,0.626800888,0.619671895,0.627193153,0.626092755,0.626441037,0.624947341,0.621654391,0.633004086,0.614195708,0.626173351,0.631512662,0.614508468,0.622454325,0.630874753,0.619697847,0.618134346,0.60533455,0.621268455,0.62431606,0.622223054,0.617000302,0.655740484,0.62620478,0.61933253,0.625344454,0.620387522,0.620382088,0.624166164,0.611186608,0.619293056,0.614746907,0.627999526,0.622609288,0.618293394,0.615847659,0.644333599,0.642336903,0.62027213,0.6211132,0.627132383,0.622358124,0.632193659,0.629697324,0.620930061,0.611889287,0.612904497,0.625404005,0.626987754,0.622746309,0.612811065,0.610580659,0.627772525,0.626945255,0.621782621,0.629508296,0.638874017,0.622425365,0.618685062,0.616907435,0.622129691,0.628811988,0.628940352,0.622787496,0.621427429,0.615269496,0.619943411,0.627364285,0.608844022,0.633056702,0.627240095,0.625290908,0.613489435
el-en,0.629232539,0.612209227,0.618986186,0.62241736,0.624654578,0.633068447,0.615461803,0.626263505,0.62874103,0.627180231,0.625698576,0.624395573,0.628159395,0.633315639,0.624946352,1,0.637477791,0.638052952,0.638052045,0.638050723,0.6380508,0.638049377,0.638052341,0.638044853,0.638048939,0.638044739,0.63805465,0.638053507,0.638056755,0.638052379,0.638053958,0.638054099,0.638052213,0.638047851,0.638057768,0.638057371,0.638050047,0.63805786,0.638053954,0.638061915,0.638054172,0.638051752,0.638052455,0.638055777,0.638053611,0.638055827,0.63805604,0.638051778,0.63804676,0.63804998,0.638054432,0.638048682,0.638051215,0.638053247,0.638050114,0.638053593,0.638054171,0.638055898,0.638056933,0.63805276,0.638053145,0.638050815,0.638059969,0.638055508,0.638057841,0.638053138,0.638057507,0.638051999,0.638051636,0.638057129,0.638053797,0.63805172,0.638044045,0.638055747,0.638055758,0.638054721,0.638052496,0.638056104,0.638056026,0.638055821,0.638056946,0.638056648,0.638045292,0.63805251,0.638060278,0.638050783,0.637475892,0.63805023,0.638052228,0.638062408,0.638051963,0.638055825,0.638055171,0.638051665,0.638045791,0.638048477,0.638054562,0.63804725,0.638048267,0.637475498,0.638053784,0.637472644,0.638054679,0.638052583,0.638053817,0.638049486,0.638053663,0.638051489,0.638048778,0.638054857,0.638050254,0.638051781,0.638051166,0.63746932,0.638056967,0.638051387,0.638047839,0.629077319,0.631017166,0.621980522,0.624325436,0.630662229,0.622095763,0.62889586,0.633441339,0.625753195,0.63442022,0.628709466,0.622725054,0.619958326,0.634632289,0.620034833,0.631999086,0.625678932,0.626555859,0.623433916,0.63930808,0.632212182,0.61619406,0.626410782,0.632120048,0.621953977,0.627496351,0.629401389,0.637330406,0.623721107,0.596476911,0.621591959,0.634282191,0.625353566,0.621492291,0.629221207,0.643750457,0.617650667,0.624493769,0.623083971,0.623751669,0.628962297,0.61071884,0.623392613,0.611889394,0.628807564,0.624928578,0.631969801,0.615863938,0.630937649,0.632547237,0.622399876,0.624034305,0.626324419,0.623447065,0.632034116,0.630163471,0.624948081,0.609005013,0.615367047,0.623720715,0.626073574,0.627400447,0.613429502,0.611582197,0.630636419,0.634339534,0.625276879,0.63081172,0.629640285,0.625268288,0.619489985,0.623211714,0.628206332,0.641511008,0.629053021,0.624268249,0.623590127,0.61608931,0.620397423,0.632787878,0.608796633,0.624425362,0.63261099,0.627313199,0.616584918
en-af,0.649628807,0.620157436,0.625325167,0.633086189,0.626174789,0.641913111,0.643325739,0.640931828,0.647778589,0.66004677,0.651127131,0.636635113,0.654073353,0.667004567,0.643703,0.637477791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,0.999999999,1,1,0.999999999,0.655760571,0.653157113,0.634620061,0.637292307,0.638157643,0.636355236,0.653065865,0.667083588,0.640878304,0.654554606,0.650911193,0.643307627,0.633225842,0.651970321,0.640321004,0.655207857,0.640727196,0.658284764,0.634166376,0.633057563,0.662624972,0.629273905,0.64044163,0.654125643,0.625761087,0.637287605,0.657225337,0.627185296,0.625586133,0.623876692,0.640650308,0.637810886,0.640031743,0.625985378,0.660023726,0.640556558,0.628796357,0.63711525,0.634680415,0.638524026,0.642225248,0.62790294,0.629424542,0.632431707,0.651176565,0.647894582,0.630256133,0.638540547,0.658213548,0.664122687,0.63693292,0.640612924,0.638189597,0.648224454,0.661036844,0.653218466,0.629761327,0.629138211,0.626936908,0.634490017,0.637295446,0.643668191,0.630671771,0.623612509,0.651582103,0.639686546,0.63884703,0.654898967,0.655577225,0.645364314,0.636270808,0.635187859,0.633431688,0.643742364,0.670621649,0.637422629,0.630341057,0.633233936,0.629462347,0.647346871,0.62397811,0.628565988,0.658542345,0.641786835,0.629234113
en-am,0.64963963,0.6201512,0.625332636,0.633084998,0.626176487,0.641917015,0.643324929,0.64093456,0.647768602,0.660050867,0.651125466,0.636647154,0.65406781,0.666993312,0.64370858,0.638052952,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.65576797,0.653154894,0.634614866,0.63729657,0.638149689,0.636362,0.653066565,0.667086831,0.640885806,0.654558165,0.650905823,0.643308736,0.633223878,0.65197374,0.64031425,0.655209002,0.640729199,0.658285572,0.634173909,0.633056884,0.662630036,0.629272232,0.640443375,0.654118855,0.625762725,0.637279602,0.657227274,0.62718588,0.625585913,0.623874728,0.640646832,0.63781134,0.640029971,0.625988456,0.660021256,0.640557106,0.628806304,0.637103896,0.634683456,0.638524765,0.642224456,0.627906096,0.629422307,0.632426672,0.651175192,0.647894394,0.630260405,0.638544942,0.658215377,0.66412175,0.636933837,0.640609737,0.638186419,0.648230736,0.661042369,0.653213036,0.629756623,0.629137311,0.62694021,0.634496219,0.637294608,0.643666036,0.630682699,0.623600931,0.651578144,0.639680146,0.638840474,0.654902407,0.65558383,0.645366143,0.636270691,0.635182763,0.633429813,0.643738203,0.671216552,0.637423612,0.630347896,0.633229911,0.629468665,0.647344691,0.623969907,0.628564795,0.658543511,0.641792213,0.629233731
en-ar,0.649636449,0.620151665,0.625328132,0.633087488,0.626170683,0.641918406,0.643326675,0.640933777,0.647772177,0.660047069,0.651123113,0.637206366,0.654079714,0.666998484,0.643707034,0.638052045,0.999999999,1,1,1,0.999999999,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655765914,0.653152818,0.634621696,0.637291026,0.638150085,0.636362776,0.653065915,0.667086342,0.640884436,0.654562318,0.650905921,0.643318326,0.633216119,0.651978076,0.640316338,0.655207157,0.640726161,0.658281331,0.634177607,0.633055909,0.662639242,0.629278097,0.640448241,0.654119274,0.625766018,0.637284061,0.657229389,0.627182269,0.625583514,0.62387696,0.640645175,0.637799686,0.640029319,0.625988972,0.660024083,0.640562049,0.628805919,0.637684134,0.634683651,0.638529425,0.6422204,0.627901885,0.629416608,0.632415815,0.651185208,0.647900377,0.630257939,0.638541437,0.658216828,0.664123601,0.636928078,0.640605704,0.63819505,0.648227426,0.661036542,0.65320809,0.629754349,0.629140522,0.626932622,0.634489058,0.637294214,0.643087611,0.630673865,0.623602234,0.651579934,0.639679357,0.638835006,0.654903186,0.65557855,0.645365992,0.63626344,0.63518274,0.633435949,0.643743099,0.671218643,0.637421223,0.630353874,0.633224909,0.629465416,0.647345777,0.623973494,0.62856119,0.658543949,0.641783312,0.629234007
en-az,0.649631391,0.620157511,0.625333427,0.633088299,0.626171805,0.641916439,0.643324708,0.640932566,0.647769222,0.660048683,0.65112645,0.636646608,0.654070253,0.666994829,0.643704053,0.638050723,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,0.999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.65576944,0.653154716,0.634620768,0.637292223,0.638145345,0.636359287,0.653065679,0.667087969,0.640883614,0.65455315,0.650913878,0.643314871,0.63321844,0.651974168,0.640319966,0.655208149,0.640725765,0.658284626,0.634176138,0.633062045,0.662629494,0.629278555,0.640456828,0.65411585,0.625768554,0.637282092,0.657230356,0.627188079,0.625587885,0.623877482,0.640648861,0.637809197,0.640031885,0.625982336,0.660024253,0.640558627,0.628803536,0.637107453,0.634680566,0.63853038,0.642219421,0.627901566,0.629424903,0.632424665,0.65118164,0.647900701,0.630260415,0.638539193,0.658220268,0.66412245,0.636934074,0.640611596,0.638188422,0.648229753,0.661047219,0.653208292,0.629759836,0.629145163,0.62694007,0.634502321,0.637291979,0.643671309,0.630679751,0.623605588,0.651576446,0.639686416,0.638837991,0.654905967,0.655578902,0.645362835,0.636275937,0.635183285,0.633433449,0.64373924,0.671218027,0.637421734,0.630349715,0.633231815,0.629457994,0.647342195,0.623978279,0.628565247,0.658543699,0.641795387,0.62922901
